task_id,label,feat
9313,application_1758535431786_19509,"[189469, 44]"
9314,application_1758535431786_19408,"[22787954, 29339]"
9315,application_1758535431786_19508,"[1520465, 1078]"
9316,application_1758535431786_19505,"[1042007, 235]"
9317,application_1758535431786_19451,"[6040390, 1362]"
9318,application_1758535431786_19503,"[18694887, 9902]"
9319,application_1758535431786_19511,"[207536, 49]"
9320,application_1758535431786_19510,"[919223, 208]"
9321,application_1758535431786_19516,"[111725, 27]"
9322,application_1758535431786_19517,"[193735, 44]"
9323,application_1758535431786_19351,"[29118004, 11120]"
9324,application_1758535431786_19377,"[30710632, 39605]"
9325,application_1758535431786_19173,"[37641789, 8484]"
9326,application_1758535431786_19513,"[1882776, 426]"
9327,application_1758535431786_19519,"[208509, 64]"
9328,application_1758535431786_19520,"[516815, 173]"
9329,application_1758535431786_19485,"[14128350, 23328]"
9330,application_1758535431786_19487,"[19586311, 13849]"
9331,application_1758535431786_19445,"[21623706, 27870]"
9332,application_1758535431786_19507,"[73051931, 62354]"
9333,application_1758535431786_19282,"[42297597, 28069]"
9334,application_1758535431786_19524,"[495890, 186]"
9335,application_1758535431786_19500,"[5999004, 1353]"
9336,application_1758535431786_19501,"[23784987, 19019]"
9337,application_1758535431786_19526,"[194563, 115]"
9338,application_1758535431786_19528,"[350889, 81]"
9339,application_1758535431786_19525,"[25635929, 14382]"
9340,application_1758535431786_19529,"[416216, 95]"
9341,application_1758535431786_19530,"[129207, 62]"
9342,application_1758535431786_19521,"[5560860, 3872]"
9343,application_1758535431786_19338,"[608711170, 129758]"
9344,application_1758535431786_19348,"[36854195, 14078]"
9345,application_1758535431786_19515,"[2716771, 1326]"
9346,application_1758535431786_19466,"[35682653, 7645]"
9347,application_1758535431786_19531,"[37396709, 25346]"
9348,application_1758535431786_19534,"[3490767, 1242]"
9349,application_1758535431786_19537,"[1184474, 271]"
9350,application_1758535431786_19523,"[3258859, 735]"
9351,application_1758535431786_19533,"[570533, 278]"
9352,application_1758535431786_19532,"[16097368, 13392]"
9353,application_1758535431786_19542,"[142163, 69]"
9354,application_1758535431786_19344,"[241014379, 73069]"
9355,application_1758535431786_19536,"[4333091, 1654]"
9356,application_1758535431786_19543,"[108623, 52]"
9357,application_1758535431786_19540,"[1571862, 544]"
9358,application_1758535431786_19085,"[60420573, 13616]"
9359,application_1758535431786_19546,"[1224764, 517]"
9360,application_1758535431786_19535,"[7031139, 2508]"
9361,application_1758535431786_19522,"[17767053, 6549]"
9362,application_1758535431786_19544,"[1042153, 181]"
9363,application_1758535431786_19541,"[2316576, 881]"
9364,application_1758535431786_19549,"[80518, 38]"
9365,application_1758535431786_19545,"[1905718, 659]"
9366,application_1758535431786_19553,"[78260, 38]"
9367,application_1758535431786_19550,"[864951, 327]"
9368,application_1758535431786_19552,"[288162, 65]"
9369,application_1758535431786_19547,"[1675803, 638]"
9370,application_1758535431786_19548,"[907381, 204]"
9371,application_1758535431786_19512,"[9866297, 2223]"
9372,application_1758535431786_19554,"[69281, 33]"
9373,application_1758535431786_19539,"[12414512, 9010]"
9374,application_1758535431786_19557,"[287208, 66]"
9375,application_1758535431786_19555,"[337675, 76]"
9376,application_1758535431786_19551,"[1705493, 384]"
9377,application_1758535431786_19559,"[133928, 34]"
9378,application_1758535431786_19556,"[906161, 205]"
9379,application_1758535431786_19467,"[116789414, 93270]"
9380,application_1758535431786_19560,"[72005, 34]"
9381,application_1758535431786_19473,"[15943586, 3594]"
9382,application_1758535431786_18418,"[225657322, 31484]"
9383,application_1758535431786_19561,"[605824, 130]"
9384,application_1758535431786_19470,"[16653958, 3753]"
9385,application_1758535431786_19564,"[277765, 165]"
9386,application_1758535431786_19565,"[407806, 159]"
9387,application_1758535431786_19566,"[318650, 112]"
9388,application_1758535431786_19558,"[18741382, 7836]"
9389,application_1758535431786_19514,"[30126286, 38844]"
9390,application_1758535431786_19219,"[39965907, 9006]"
9391,application_1758535431786_19475,"[35099247, 13409]"
9392,application_1758535431786_19506,"[16712577, 3768]"
9393,application_1758535431786_15186,"[1727027085, 735157]"
9394,application_1758535431786_19527,"[27578200, 18840]"
9395,application_1758535431786_19538,"[155608959, 82928]"
9396,application_1758535431786_19572,"[164693, 39]"
9397,application_1758535431786_19584,"[87522, 41]"
9398,application_1758535431786_19583,"[122280, 28]"
9399,application_1758535431786_19578,"[111132, 26]"
9400,application_1758535431786_19518,"[34390976, 44360]"
9401,application_1758535431786_19573,"[1172888, 267]"
9402,application_1758535431786_19585,"[358291, 82]"
9403,application_1758535431786_19586,"[403328, 92]"
9404,application_1758535431786_19580,"[2157896, 820]"
9405,application_1758535431786_19582,"[2297006, 873]"
9406,application_1758535431786_18782,"[159376225, 22234]"
9407,application_1758535431786_19567,"[4810671, 1085]"
9408,application_1758535431786_19581,"[1607239, 361]"
9409,application_1758535431786_19588,"[1707878, 916]"
9410,application_1758535431786_19589,"[370106, 85]"
9411,application_1758535431786_19576,"[2073025, 467]"
9412,application_1758535431786_19579,"[7270969, 5191]"
9413,application_1758535431786_19595,"[305193, 69]"
9414,application_1758535431786_19594,"[421757, 94]"
9415,application_1758535431786_19592,"[933687, 672]"
9416,application_1758535431786_19607,"[178997, 57]"
9417,application_1758535431786_19608,"[195855, 45]"
9418,application_1758535431786_19606,"[256983, 82]"
9419,application_1758535431786_19590,"[2539827, 967]"
9420,application_1758535431786_19610,"[75832, 36]"
9421,application_1758535431786_19603,"[1838814, 1214]"
9422,application_1758535431786_15245,"[1725140469, 734352]"
9423,application_1758535431786_19609,"[285534, 163]"
9424,application_1758535431786_19612,"[152686, 74]"
9425,application_1758535431786_19601,"[1353889, 905]"
9426,application_1758535431786_19597,"[2030739, 459]"
9427,application_1758535431786_19600,"[28947671, 12359]"
9428,application_1758535431786_19604,"[22622337, 33849]"
9429,application_1758535431786_19615,"[4654963, 3315]"
9430,application_1758535431786_19598,"[3884360, 670]"
9431,application_1758535431786_19502,"[43528031, 5548]"
9432,application_1758535431786_19591,"[5747780, 3798]"
9433,application_1758535431786_19575,"[16175853, 11266]"
9434,application_1758535431786_19617,"[14241139, 7543]"
9435,application_1758535431786_19622,"[276676, 61]"
9436,application_1758535431786_19624,"[355533, 80]"
9437,application_1758535431786_19577,"[12749402, 8440]"
9438,application_1758535431786_19593,"[84933230, 72077]"
9439,application_1758535431786_19611,"[33651843, 27413]"
9440,application_1758535431786_19630,"[263018, 96]"
9441,application_1758535431786_19596,"[38080032, 33157]"
9442,application_1758535431786_19570,"[8235881, 1856]"
9443,application_1758535431786_19628,"[307531, 166]"
9444,application_1758535431786_19625,"[1385249, 526]"
9445,application_1758535431786_19632,"[6686100, 5521]"
9446,application_1758535431786_19299,"[102299742, 87225]"
9447,application_1758535431786_19642,"[1359656, 508]"
9448,application_1758535431786_19627,"[1592657, 605]"
9449,application_1758535431786_19635,"[506309, 116]"
9450,application_1758535431786_19623,"[554287, 270]"
9451,application_1758535431786_19605,"[4955339, 1121]"
9452,application_1758535431786_19634,"[566921, 131]"
9453,application_1758535431786_19641,"[532810, 294]"
9454,application_1758535431786_19636,"[1621530, 564]"
9455,application_1758535431786_19619,"[46909087, 40149]"
9456,application_1758535431786_19645,"[419825, 96]"
9457,application_1758535431786_19614,"[8698356, 5759]"
9458,application_1758535431786_19618,"[3667320, 826]"
9459,application_1758535431786_19620,"[19689632, 7110]"
9460,application_1758535431786_19621,"[2867317, 646]"
9461,application_1758535431786_19644,"[821591, 191]"
9462,application_1758535431786_19646,"[775291, 175]"
9463,application_1758535431786_19637,"[3335962, 2401]"
9464,application_1758535431786_19626,"[22945696, 16617]"
9465,application_1758535431786_19599,"[6618988, 1494]"
9466,application_1758535431786_19652,"[351689, 82]"
9467,application_1758535431786_19653,"[453543, 102]"
9468,application_1758535431786_19568,"[27731147, 35768]"
9469,application_1758535431786_19649,"[1080037, 245]"
9470,application_1758535431786_19651,"[373483, 181]"
9471,application_1758535431786_19613,"[120473436, 103225]"
9472,application_1758535431786_19640,"[5941976, 2084]"
9473,application_1758535431786_19647,"[3973115, 1515]"
9474,application_1758535431786_19639,"[3323295, 749]"
9475,application_1758535431786_19661,"[2746741, 1963]"
9476,application_1758535431786_19648,"[3779433, 2718]"
9477,application_1758535431786_19667,"[277653, 64]"
9478,application_1758535431786_19663,"[657012, 364]"
9479,application_1758535431786_19666,"[464752, 106]"
9480,application_1758535431786_19670,"[281129, 63]"
9481,application_1758535431786_19669,"[340255, 78]"
9482,application_1758535431786_19658,"[10666624, 4055]"
9483,application_1758535431786_19665,"[881974, 200]"
9484,application_1758535431786_19664,"[635011, 153]"
9485,application_1758535431786_19657,"[11669265, 8935]"
9486,application_1758535431786_19671,"[195562, 116]"
9487,application_1758535431786_19673,"[332227, 76]"
9488,application_1758535431786_19674,"[748545, 254]"
9489,application_1758535431786_19587,"[38767935, 27743]"
9490,application_1758535431786_19654,"[12325971, 4663]"
9491,application_1758535431786_19672,"[412701, 94]"
9492,application_1758535431786_19675,"[566583, 309]"
9493,application_1758535431786_19668,"[885081, 209]"
9494,application_1758535431786_19638,"[4661723, 1051]"
9495,application_1758535431786_19678,"[2041548, 748]"
9496,application_1758535431786_19629,"[6388714, 8703]"
9497,application_1758535431786_19660,"[7182994, 2638]"
9498,application_1758535431786_19633,"[24106031, 43180]"
9499,application_1758535431786_19687,"[1753968, 1233]"
9500,application_1758535431786_19643,"[41791204, 33348]"
9501,application_1758535431786_19693,"[246725, 56]"
9502,application_1758535431786_19659,"[21114940, 8880]"
9503,application_1758535431786_19574,"[239965428, 203833]"
9504,application_1758535431786_19679,"[1346384, 304]"
9505,application_1758535431786_19683,"[205019, 46]"
9506,application_1758535431786_19680,"[1139250, 258]"
9507,application_1758535431786_19682,"[291051, 67]"
9508,application_1758535431786_19696,"[114148, 54]"
9509,application_1758535431786_19676,"[7117432, 1387]"
9510,application_1758535431786_19695,"[1034924, 388]"
9511,application_1758535431786_19700,"[191241, 60]"
9512,application_1758535431786_19691,"[5053281, 3655]"
9513,application_1758535431786_19694,"[4374500, 3107]"
9514,application_1758535431786_19677,"[2253341, 508]"
9515,application_1758535431786_19699,"[457230, 102]"
9516,application_1758535431786_19684,"[10302307, 7549]"
9517,application_1758535431786_19692,"[6800439, 4940]"
9518,application_1758535431786_19702,"[328074, 75]"
9519,application_1758535431786_19681,"[2790459, 1064]"
9520,application_1758535431786_19703,"[488673, 111]"
9521,application_1758535431786_19706,"[126768, 30]"
9522,application_1758535431786_19705,"[182820, 40]"
9523,application_1758535431786_19686,"[3178036, 5071]"
9524,application_1758535431786_19650,"[22362626, 17882]"
9525,application_1758535431786_19697,"[8953059, 3731]"
9526,application_1758535431786_19701,"[979383, 221]"
9527,application_1758535431786_19602,"[311922199, 371187]"
9528,application_1758535431786_19662,"[10037563, 12920]"
9529,application_1758535431786_19711,"[386500, 87]"
9530,application_1758535431786_19715,"[477281, 180]"
9531,application_1758535431786_19717,"[792951, 300]"
9532,application_1758535431786_19698,"[1897018, 428]"
9533,application_1758535431786_19685,"[16224833, 6750]"
9534,application_1758535431786_19719,"[1727600, 1231]"
9535,application_1758535431786_19735,"[261783, 59]"
9536,application_1758535431786_19737,"[166966, 37]"
9537,application_1758535431786_19734,"[357147, 79]"
9538,application_1758535431786_19731,"[175727, 85]"
9539,application_1758535431786_19718,"[1495140, 1065]"
9540,application_1758535431786_19739,"[378299, 85]"
9541,application_1758535431786_19733,"[6718077, 5519]"
9542,application_1758535431786_19690,"[14095381, 10252]"
9543,application_1758535431786_19688,"[5386981, 8541]"
9544,application_1758535431786_19730,"[7118446, 10571]"
9545,application_1758535431786_19704,"[3149469, 1099]"
9546,application_1758535431786_19732,"[3607589, 5110]"
9547,application_1758535431786_19742,"[77446, 37]"
9548,application_1758535431786_19738,"[747677, 170]"
9549,application_1758535431786_19712,"[2132437, 369]"
9550,application_1758535431786_19729,"[1273517, 288]"
9551,application_1758535431786_19726,"[1521732, 342]"
9552,application_1758535431786_19752,"[113946, 27]"
9553,application_1758535431786_19747,"[134497, 64]"
9554,application_1758535431786_19749,"[294258, 66]"
9555,application_1758535431786_19745,"[442419, 101]"
9556,application_1758535431786_19751,"[108728, 52]"
9557,application_1758535431786_19748,"[1750069, 625]"
9558,application_1758535431786_19750,"[633609, 142]"
9559,application_1758535431786_19716,"[3872801, 496]"
9560,application_1758535431786_19725,"[2025857, 458]"
9561,application_1758535431786_19754,"[119661, 58]"
9562,application_1758535431786_19755,"[247162, 57]"
9563,application_1758535431786_19753,"[192220, 93]"
9564,application_1758535431786_19656,"[25483106, 18237]"
9565,application_1758535431786_19727,"[2380433, 536]"
9566,application_1758535431786_19724,"[5336316, 2044]"
9567,application_1758535431786_19757,"[405590, 92]"
9568,application_1758535431786_19744,"[35825266, 20109]"
9569,application_1758535431786_19760,"[337276, 129]"
9570,application_1758535431786_19708,"[5348199, 2040]"
9571,application_1758535431786_19631,"[120874177, 99137]"
9572,application_1758535431786_19764,"[139654, 67]"
9573,application_1758535431786_19761,"[525901, 120]"
9574,application_1758535431786_19758,"[898187, 205]"
9575,application_1758535431786_19766,"[297809, 68]"
9576,application_1758535431786_19759,"[1042761, 236]"
9577,application_1758535431786_19736,"[6182644, 7957]"
9578,application_1758535431786_19743,"[4040459, 1540]"
9579,application_1758535431786_19762,"[1035152, 412]"
9580,application_1758535431786_19779,"[137327, 30]"
9581,application_1758535431786_19740,"[18412475, 7694]"
9582,application_1758535431786_19771,"[2329693, 497]"
9583,application_1758535431786_19775,"[305664, 72]"
9584,application_1758535431786_19782,"[122738, 30]"
9585,application_1758535431786_19780,"[188071, 42]"
9586,application_1758535431786_19784,"[187943, 42]"
9587,application_1758535431786_19774,"[534067, 122]"
9588,application_1758535431786_15391,"[354002070, 216059]"
9589,application_1758535431786_19783,"[452056, 100]"
9590,application_1758535431786_19781,"[535304, 120]"
9591,application_1758535431786_19768,"[31138221, 21073]"
9592,application_1758535431786_19786,"[218717, 131]"
9593,application_1758535431786_19772,"[1301893, 295]"
9594,application_1758535431786_19763,"[3545628, 1238]"
9595,application_1758535431786_19765,"[12337008, 5179]"
9596,application_1758535431786_19770,"[4654129, 3284]"
9597,application_1758535431786_19773,"[1102864, 248]"
9598,application_1758535431786_19756,"[7034340, 9719]"
9599,application_1758535431786_19785,"[771217, 174]"
9600,application_1758535431786_19791,"[266030, 62]"
9601,application_1758535431786_19790,"[298852, 69]"
9602,application_1758535431786_19728,"[8524941, 2990]"
9603,application_1758535431786_19795,"[273535, 63]"
9604,application_1758535431786_19793,"[144986, 70]"
9605,application_1758535431786_19787,"[1708972, 1201]"
9606,application_1758535431786_19801,"[270281, 161]"
9607,application_1758535431786_19802,"[84424, 40]"
9608,application_1758535431786_19806,"[208654, 48]"
9609,application_1758535431786_19792,"[996273, 194]"
9610,application_1758535431786_19805,"[77522, 36]"
9611,application_1758535431786_19789,"[2365366, 1000]"
9612,application_1758535431786_19799,"[134489, 65]"
9613,application_1758535431786_19808,"[255027, 93]"
9614,application_1758535431786_19767,"[18314770, 15223]"
9615,application_1758535431786_19796,"[975524, 386]"
9616,application_1758535431786_19794,"[984515, 391]"
9617,application_1758535431786_19804,"[389172, 95]"
9618,application_1758535431786_19807,"[341692, 79]"
9619,application_1758535431786_19809,"[75429, 36]"
9620,application_1758535431786_19720,"[22287207, 39604]"
9621,application_1758535431786_19811,"[296260, 109]"
9622,application_1758535431786_19797,"[2962030, 1034]"
9623,application_1758535431786_19722,"[24385334, 9429]"
9624,application_1758535431786_19655,"[87808692, 33473]"
9625,application_1758535431786_19812,"[138351, 66]"
9626,application_1758535431786_19810,"[178034, 206]"
9627,application_1758535431786_19776,"[3051654, 1781]"
9628,application_1758535431786_19721,"[11425224, 4363]"
9629,application_1758535431786_19816,"[149328, 33]"
9630,application_1758535431786_19769,"[8304720, 2965]"
9631,application_1758535431786_19817,"[225910, 53]"
9632,application_1758535431786_19823,"[912554, 340]"
9633,application_1758535431786_19709,"[42833761, 33493]"
9634,application_1758535431786_19746,"[25364141, 9702]"
9635,application_1758535431786_19825,"[66666, 31]"
9636,application_1758535431786_19826,"[462944, 301]"
9637,application_1758535431786_19815,"[14031698, 6491]"
9638,application_1758535431786_19813,"[22916800, 15694]"
9639,application_1758535431786_19822,"[986221, 223]"
9640,application_1758535431786_19821,"[1040552, 234]"
9641,application_1758535431786_19818,"[1975355, 750]"
9642,application_1758535431786_19777,"[2433857, 598]"
9643,application_1758535431786_19828,"[3749313, 1329]"
9644,application_1758535431786_19820,"[7315774, 2717]"
9645,application_1758535431786_19830,"[568818, 795]"
9646,application_1758535431786_19829,"[517666, 723]"
9647,application_1758535431786_19800,"[25876424, 9831]"
9648,application_1758535431786_19831,"[150758, 73]"
9649,application_1758535431786_19834,"[217150, 51]"
9650,application_1758535431786_19803,"[12644937, 9026]"
9651,application_1758535431786_19827,"[4363775, 1455]"
9652,application_1758535431786_19476,"[45140488, 10172]"
9653,application_1758535431786_19824,"[3403876, 753]"
9654,application_1758535431786_19836,"[208100, 46]"
9655,application_1758535431786_19833,"[968739, 217]"
9656,application_1758535431786_19832,"[1946002, 740]"
9657,application_1758535431786_19838,"[280617, 104]"
9658,application_1758535431786_19840,"[143386, 32]"
9659,application_1758535431786_19707,"[156355824, 60311]"
9660,application_1758535431786_19788,"[5324711, 1204]"
9661,application_1758535431786_19814,"[9239377, 15298]"
9662,application_1758535431786_19841,"[187211, 44]"
9663,application_1758535431786_19843,"[341679, 133]"
9664,application_1758535431786_19839,"[1079735, 430]"
9665,application_1758535431786_19835,"[3020597, 1023]"
9666,application_1758535431786_19842,"[11080082, 4256]"
9667,application_1758535431786_19845,"[287197, 94]"
9668,application_1758535431786_19723,"[110022594, 33344]"
9669,application_1758535431786_19846,"[260132, 96]"
9670,application_1758535431786_19837,"[8054621, 2967]"
9671,application_1758535431786_19849,"[295181, 96]"
9672,application_1758535431786_19710,"[23049623, 8097]"
9673,application_1758535431786_19851,"[290077, 66]"
9674,application_1758535431786_19861,"[332253, 123]"
9675,application_1758535431786_19847,"[3886361, 1389]"
9676,application_1758535431786_19862,"[183534, 108]"
9677,application_1758535431786_19850,"[943998, 213]"
9678,application_1758535431786_19858,"[1397439, 907]"
9679,application_1758535431786_19819,"[19032552, 4076]"
9680,application_1758535431786_19863,"[837114, 317]"
9681,application_1758535431786_19857,"[5734126, 4162]"
9682,application_1758535431786_19844,"[6969895, 4850]"
9683,application_1758535431786_19864,"[926534, 212]"
9684,application_1758535431786_19563,"[33320855, 7510]"
9685,application_1758535431786_19854,"[27240904, 11625]"
9686,application_1758535431786_19866,"[946198, 213]"
9687,application_1758535431786_19856,"[1734488, 335]"
9688,application_1758535431786_19865,"[1375673, 311]"
9689,application_1758535431786_19853,"[23458967, 35090]"
9690,application_1758535431786_19874,"[103781, 50]"
9691,application_1758535431786_19848,"[60437111, 23298]"
9692,application_1758535431786_19778,"[10946621, 2468]"
9693,application_1758535431786_19869,"[2344338, 784]"
9694,application_1758535431786_19867,"[4172715, 2734]"
9695,application_1758535431786_19873,"[17481993, 9264]"
9696,application_1758535431786_19876,"[311382, 69]"
9697,application_1758535431786_19868,"[12758405, 9271]"
9698,application_1758535431786_19879,"[1567041, 534]"
9699,application_1758535431786_19871,"[1329292, 648]"
9700,application_1758535431786_19878,"[30539514, 26132]"
9701,application_1758535431786_19872,"[7587517, 2680]"
9702,application_1758535431786_19885,"[697586, 264]"
9703,application_1758535431786_19714,"[32233068, 12314]"
9704,application_1758535431786_19882,"[14335909, 5992]"
9705,application_1758535431786_19884,"[1849735, 417]"
9706,application_1758535431786_19883,"[64503967, 36247]"
9707,application_1758535431786_19880,"[16968222, 13562]"
9708,application_1758535431786_19562,"[40035303, 9024]"
9709,application_1758535431786_19888,"[633043, 237]"
9710,application_1758535431786_19892,"[169374, 99]"
9711,application_1758535431786_19893,"[141128, 68]"
9712,application_1758535431786_19891,"[21963179, 14872]"
9713,application_1758535431786_19894,"[104533, 50]"
9714,application_1758535431786_19895,"[113857, 54]"
9715,application_1758535431786_19877,"[100659272, 38820]"
9716,application_1758535431786_19890,"[16668688, 13859]"
9717,application_1758535431786_19713,"[639802682, 136392]"
9718,application_1758535431786_19889,"[2498762, 563]"
9719,application_1758535431786_19898,"[885030, 170]"
9720,application_1758535431786_19852,"[10588074, 2385]"
9721,application_1758535431786_19897,"[1421426, 598]"
9722,application_1758535431786_19887,"[3467614, 783]"
9723,application_1758535431786_19896,"[1663307, 578]"
9724,application_1758535431786_19901,"[98983, 48]"
9725,application_1758535431786_19903,"[73422, 35]"
9726,application_1758535431786_19860,"[11085446, 2499]"
9727,application_1758535431786_19906,"[65081, 30]"
9728,application_1758535431786_19899,"[962393, 217]"
9729,application_1758535431786_19881,"[7872302, 1773]"
9730,application_1758535431786_19902,"[1890686, 720]"
9731,application_1758535431786_19900,"[2210254, 840]"
9732,application_1758535431786_19904,"[2114726, 1389]"
9733,application_1758535431786_19193,"[142314675, 19856]"
9734,application_1758535431786_19908,"[375865, 85]"
9735,application_1758535431786_19909,"[782565, 295]"
9736,application_1758535431786_19886,"[84956627, 45231]"
9737,application_1758535431786_19911,"[203209, 46]"
9738,application_1758535431786_19907,"[1270179, 223]"
9739,application_1758535431786_19870,"[11379136, 2565]"
9740,application_1758535431786_19910,"[453531, 102]"
9741,application_1758535431786_19913,"[140647, 34]"
9742,application_1758535431786_19919,"[135792, 31]"
9743,application_1758535431786_19915,"[94369, 45]"
9744,application_1758535431786_19918,"[114221, 57]"
9745,application_1758535431786_19923,"[295058, 67]"
9746,application_1758535431786_19920,"[875132, 330]"
9747,application_1758535431786_19917,"[754610, 171]"
9748,application_1758535431786_19926,"[420170, 96]"
9749,application_1758535431786_19927,"[369052, 85]"
9750,application_1758535431786_19912,"[1192343, 269]"
9751,application_1758535431786_19914,"[2157805, 821]"
9752,application_1758535431786_19930,"[467861, 109]"
9753,application_1758535431786_19931,"[296835, 67]"
9754,application_1758535431786_19929,"[1092671, 412]"
9755,application_1758535431786_19925,"[1457742, 330]"
9756,application_1758535431786_19924,"[1498501, 339]"
9757,application_1758535431786_19921,"[3006606, 1936]"
9758,application_1758535431786_19932,"[537713, 122]"
9759,application_1758535431786_19855,"[27414281, 10472]"
9760,application_1758535431786_19934,"[377294, 85]"
9761,application_1758535431786_19875,"[23204520, 2959]"
9762,application_1758535431786_19935,"[245585, 57]"
9763,application_1758535431786_19936,"[580674, 130]"
9764,application_1758535431786_19922,"[7006061, 4869]"
9765,application_1758535431786_19933,"[1975966, 1413]"
9766,application_1758535431786_19937,"[681561, 154]"
9767,application_1758535431786_19941,"[589350, 127]"
9768,application_1758535431786_19942,"[385536, 87]"
9769,application_1758535431786_19944,"[198012, 117]"
9770,application_1758535431786_19938,"[1044466, 235]"
9771,application_1758535431786_19947,"[224741, 53]"
9772,application_1758535431786_19946,"[334192, 120]"
9773,application_1758535431786_19948,"[296383, 66]"
9774,application_1758535431786_19945,"[1262598, 479]"
9775,application_1758535431786_19950,"[228641, 51]"
9776,application_1758535431786_19951,"[289258, 107]"
9777,application_1758535431786_19916,"[8726433, 5777]"
9778,application_1758535431786_19949,"[1092440, 248]"
9779,application_1758535431786_19928,"[14850620, 10487]"
9780,application_1758535431786_19952,"[1307229, 933]"
9781,application_1758535431786_19939,"[4002920, 902]"
9782,application_1758535431786_19943,"[4353607, 982]"
9783,application_1758535431786_19905,"[9809608, 2211]"
9784,application_1758535431786_19955,"[434170, 99]"
9785,application_1758535431786_19956,"[512945, 116]"
9786,application_1758535431786_19953,"[8599502, 6278]"
9787,application_1758535431786_19859,"[22643308, 5102]"
9788,application_1758535431786_19957,"[1432051, 543]"
9789,application_1758535431786_19569,"[83251877, 11615]"
9790,application_1758535431786_19965,"[267067, 85]"
9791,application_1758535431786_19960,"[85561, 41]"
9792,application_1758535431786_19961,"[144059, 43]"
9793,application_1758535431786_19973,"[215347, 129]"
9794,application_1758535431786_19974,"[113227, 54]"
9795,application_1758535431786_19963,"[1563174, 1017]"
9796,application_1758535431786_19689,"[104000937, 89939]"
9797,application_1758535431786_19975,"[258213, 74]"
9798,application_1758535431786_19970,"[705020, 228]"
9799,application_1758535431786_19972,"[460264, 148]"
9800,application_1758535431786_19962,"[1579173, 276]"
9801,application_1758535431786_19978,"[80803, 38]"
9802,application_1758535431786_19980,"[145482, 42]"
9803,application_1758535431786_19958,"[1875387, 448]"
9804,application_1758535431786_19983,"[106878, 51]"
9805,application_1758535431786_19982,"[112477, 54]"
9806,application_1758535431786_19984,"[146515, 70]"
9807,application_1758535431786_19971,"[17426130, 26051]"
9808,application_1758535431786_19959,"[7315088, 3193]"
9809,application_1758535431786_19979,"[2529058, 1661]"
9810,application_1758535431786_19969,"[2655226, 1728]"
9811,application_1758535431786_19966,"[39622360, 16852]"
9812,application_1758535431786_19987,"[221687, 50]"
9813,application_1758535431786_19964,"[6938352, 2647]"
9814,application_1758535431786_19981,"[2968934, 549]"
9815,application_1758535431786_19990,"[137158, 88]"
9816,application_1758535431786_19995,"[262255, 96]"
9817,application_1758535431786_19968,"[4187371, 941]"
9818,application_1758535431786_19993,"[291378, 157]"
9819,application_1758535431786_19940,"[12282930, 2769]"
9820,application_1758535431786_19985,"[33677701, 28826]"
9821,application_1758535431786_19994,"[6530696, 5367]"
9822,application_1758535431786_20003,"[143604, 60]"
9823,application_1758535431786_19997,"[1523324, 578]"
9824,application_1758535431786_19991,"[8021568, 5795]"
9825,application_1758535431786_19989,"[14748550, 7799]"
9826,application_1758535431786_20004,"[528654, 289]"
9827,application_1758535431786_20006,"[114814, 48]"
9828,application_1758535431786_19988,"[5615974, 4005]"
9829,application_1758535431786_19999,"[1635014, 699]"
9830,application_1758535431786_20002,"[1950909, 742]"
9831,application_1758535431786_20007,"[143122, 60]"
9832,application_1758535431786_20001,"[1219343, 788]"
9833,application_1758535431786_20011,"[2182684, 1565]"
9834,application_1758535431786_20010,"[3586082, 1267]"
9835,application_1758535431786_19977,"[96677600, 82758]"
9836,application_1758535431786_20008,"[775447, 175]"
9837,application_1758535431786_20012,"[7065984, 5399]"
9838,application_1758535431786_20013,"[8024492, 3049]"
9839,application_1758535431786_20017,"[9164844, 3849]"
9840,application_1758535431786_20020,"[111822, 53]"
9841,application_1758535431786_20019,"[1073399, 365]"
9842,application_1758535431786_20005,"[15443670, 12267]"
9843,application_1758535431786_20023,"[820431, 293]"
9844,application_1758535431786_20024,"[110457, 43]"
9845,application_1758535431786_20016,"[5672789, 2084]"
9846,application_1758535431786_20018,"[1961887, 838]"
9847,application_1758535431786_20022,"[581899, 133]"
9848,application_1758535431786_20021,"[698599, 158]"
9849,application_1758535431786_20025,"[1167827, 226]"
9850,application_1758535431786_20014,"[10228302, 3854]"
9851,application_1758535431786_19998,"[4038265, 5473]"
9852,application_1758535431786_19986,"[20031034, 16005]"
9853,application_1758535431786_20037,"[95466, 38]"
9854,application_1758535431786_20036,"[134605, 56]"
9855,application_1758535431786_20030,"[118935, 57]"
9856,application_1758535431786_20038,"[314827, 72]"
9857,application_1758535431786_20041,"[209466, 48]"
9858,application_1758535431786_20046,"[261162, 58]"
9859,application_1758535431786_20048,"[222497, 51]"
9860,application_1758535431786_20047,"[257982, 59]"
9861,application_1758535431786_20044,"[287605, 65]"
9862,application_1758535431786_20045,"[312970, 71]"
9863,application_1758535431786_19996,"[18653223, 33425]"
9864,application_1758535431786_20032,"[3436551, 2484]"
9865,application_1758535431786_20000,"[7728642, 2950]"
9866,application_1758535431786_20050,"[538423, 295]"
9867,application_1758535431786_20028,"[6446168, 2689]"
9868,application_1758535431786_20054,"[105754, 51]"
9869,application_1758535431786_20049,"[632009, 144]"
9870,application_1758535431786_20052,"[3825207, 5670]"
9871,application_1758535431786_20053,"[178932, 75]"
9872,application_1758535431786_20035,"[2648274, 1836]"
